[52.19673726212402, 19.017065684469, 18.288763044812768, 7.941322897790059, 169, 0, 80, 22, 11, 71, 43, 84, 0, 153, 135, 52, 34, 7, 0, 64, 724, 6.584791392385716, 197, 17, 81, 27]
[22.701411392405063, 31.027904360056255, 34.0464135021097, 8.658716405063295, 147, 0, 67, 18, 7, 52, 74, 100, 1, 149, 127, 43, 33, 1, 0, 52, 711, 6.566672429803241, 155, 6, 73, 24]
[75.47699643493765, 11.205704099821748, 9.643774509803926, 7.537367985294118, 214, 0, 56, 25, 11, 56, 57, 83, 0, 178, 130, 99, 40, 0, 0, 65, 747, 6.616065185132817, 260, 6, 111, 45]
[38.224958419958455, 24.0959112959113, 24.984348579348584, 9.586594124624629, 123, 0, 83, 16, 8, 41, 52, 80, 0, 148, 157, 39, 32, 0, 0, 30, 664, 6.498282149476434, 142, 11, 58, 19]
[63.797894736842125, 13.280200501253132, 12.360309106098576, 9.923010756335287, 149, 0, 56, 22, 3, 28, 30, 54, 1, 116, 111, 63, 30, 3, 0, 26, 513, 6.240275845170769, 175, 4, 82, 26]
[36.74465330444207, 19.39877211989888, 20.395249187432285, 15.055774664319252, 99, 0, 33, 10, 16, 41, 21, 59, 0, 72, 122, 39, 14, 0, 0, 5, 426, 6.054439346269371, 102, 39, 65, 19]
[65.18708798262072, 12.357473420888056, 9.605654191764593, 10.025222762483132, 160, 0, 71, 19, 5, 75, 47, 109, 0, 126, 191, 70, 23, 0, 0, 15, 741, 6.608000625296087, 163, 10, 126, 50]
[37.65166666666667, 20.68783068783069, 21.396992063492057, 12.82048475740741, 144, 0, 67, 13, 7, 40, 28, 62, 0, 111, 139, 45, 17, 0, 0, 24, 540, 6.29156913955832, 151, 18, 81, 24]
[19.587614503816823, 29.864122137404582, 32.98839694656488, 10.797788692111961, 100, 0, 37, 11, 8, 36, 16, 54, 0, 63, 96, 58, 19, 0, 0, 16, 392, 5.971261839790462, 119, 8, 74, 14]
[76.77333891914537, 10.748051948051948, 7.610064935064933, 6.638773320276499, 246, 0, 82, 20, 10, 56, 53, 89, 1, 200, 155, 83, 47, 10, 0, 108, 868, 6.7661917146603505, 283, 10, 146, 59]
[50.53662010506213, 17.47860553963706, 15.285105062082138, 10.86265683954155, 80, 0, 35, 9, 14, 29, 16, 43, 0, 60, 86, 24, 18, 0, 0, 23, 349, 5.855071922202427, 83, 22, 54, 16]
[40.74466032608696, 20.355917874396138, 21.1394384057971, 12.353251513687603, 131, 0, 75, 20, 11, 57, 37, 73, 0, 128, 146, 38, 22, 0, 0, 23, 621, 6.431331081933479, 138, 19, 66, 24]
[61.04872671746493, 15.140807934204162, 13.43214925012095, 8.770253010159653, 158, 0, 88, 13, 13, 76, 46, 91, 0, 131, 162, 37, 19, 0, 0, 36, 688, 6.5337888379333435, 180, 13, 77, 29]
[60.843793550244754, 14.610308090987619, 12.552322199827238, 9.103524036423842, 166, 0, 59, 16, 3, 52, 28, 78, 0, 121, 130, 55, 28, 0, 0, 41, 604, 6.403574197934815, 166, 4, 91, 30]
[75.79399430740041, 9.922917984398062, 7.719644212523718, 6.7675310898692835, 192, 0, 59, 13, 21, 46, 60, 67, 1, 120, 99, 89, 22, 3, 0, 48, 612, 6.416732282512326, 221, 18, 114, 38]
[42.828718231463995, 17.80470489392985, 17.27743121193027, 13.169682024574673, 162, 0, 62, 15, 17, 45, 26, 74, 0, 97, 143, 48, 13, 0, 0, 5, 529, 6.270988431858299, 171, 22, 68, 32]
[45.503741258741286, 22.765565469013747, 23.705483482035213, 9.309148429467083, 117, 0, 59, 11, 7, 101, 37, 93, 0, 132, 142, 16, 21, 0, 0, 27, 638, 6.45833828334479, 119, 12, 44, 26]
[46.50185822083057, 19.689112468559113, 19.476490939890148, 11.476043526564347, 158, 0, 89, 37, 16, 64, 54, 114, 0, 159, 178, 80, 33, 0, 0, 56, 847, 6.741700694652055, 190, 26, 118, 27]
[65.8487223587224, 14.691673491673493, 13.303075348075346, 7.685903148648649, 167, 0, 60, 21, 14, 64, 51, 71, 0, 116, 132, 75, 27, 3, 0, 51, 665, 6.499787040655854, 183, 29, 132, 31]
[29.44317993246503, 24.33115291847564, 24.710279787747233, 12.403082671490598, 146, 0, 90, 16, 9, 78, 20, 95, 1, 103, 166, 88, 24, 0, 0, 14, 691, 6.53813982376767, 155, 17, 117, 22]
[59.0819673247107, 14.383571590651236, 13.33142614023145, 10.183008384955755, 187, 0, 80, 18, 14, 59, 36, 94, 0, 115, 153, 64, 33, 0, 0, 28, 678, 6.519147287940395, 200, 33, 103, 35]
[41.07285202342453, 20.94673542522507, 20.75936281793549, 11.409507203566122, 156, 0, 67, 25, 8, 67, 31, 92, 0, 108, 181, 70, 29, 1, 0, 13, 673, 6.511745329644728, 172, 24, 95, 27]
[52.54227529960056, 15.415655316720564, 14.514708959482597, 11.226973367509991, 186, 0, 80, 13, 13, 70, 38, 102, 0, 154, 159, 77, 30, 1, 0, 37, 751, 6.621405651764134, 201, 22, 110, 38]
[44.83300994421539, 18.98944134529873, 18.59319185059423, 11.913005898617513, 144, 0, 57, 16, 5, 61, 34, 84, 0, 127, 147, 83, 23, 1, 0, 34, 651, 6.478509642208569, 160, 11, 135, 25]
[57.71973949579835, 18.870588235294118, 18.173178151260508, 7.218446237142857, 170, 0, 77, 22, 18, 55, 63, 75, 0, 146, 121, 49, 31, 0, 0, 68, 700, 6.551080335043404, 190, 34, 72, 25]
[42.508000911669384, 19.96308752025932, 21.03483184764992, 12.373768134521882, 138, 0, 49, 21, 9, 56, 39, 88, 0, 110, 128, 89, 17, 1, 0, 16, 617, 6.424869023905388, 137, 12, 120, 22]
[65.76156170839472, 14.045148748159058, 12.252474226804125, 8.205272874815908, 152, 0, 62, 18, 23, 48, 55, 81, 0, 136, 143, 63, 22, 3, 0, 43, 679, 6.520621127558696, 167, 31, 92, 29]
[61.63812599909825, 13.763479116284788, 12.778732631061196, 9.892790237611184, 210, 0, 86, 20, 15, 64, 71, 94, 0, 164, 135, 85, 29, 3, 0, 36, 787, 6.668228248417403, 217, 16, 140, 43]
[63.55420247674486, 13.497711579067511, 11.192047023911435, 8.68924288597843, 177, 0, 79, 19, 7, 49, 55, 91, 0, 125, 134, 44, 26, 1, 0, 39, 649, 6.47543271670409, 190, 9, 63, 31]
[31.99620199481663, 23.124196968507032, 23.82241577004634, 12.518696644859816, 132, 0, 105, 24, 12, 68, 25, 122, 0, 122, 181, 43, 22, 2, 0, 32, 749, 6.618738983517219, 136, 5, 73, 27]
[56.592742887624496, 16.563556187766714, 17.269651493598865, 9.728960726884782, 166, 0, 83, 20, 18, 56, 61, 81, 0, 153, 136, 39, 29, 2, 0, 53, 702, 6.553933404025811, 191, 32, 71, 30]
